"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 18, 2021","4.2585","4.4219","4.4400","4.2523","4.17M","-3.20%"
"Mar 19, 2021","4.2267","4.2602","4.3425","4.2267","1.89M","-0.75%"
"Mar 20, 2021","4.3415","4.2210","4.4641","4.2210","2.64M","2.72%"
"Mar 21, 2021","4.1724","4.3633","4.3633","4.0911","1.72M","-3.89%"
"Mar 22, 2021","4.0644","4.1690","4.2815","4.0644","2.74M","-2.59%"
"Mar 23, 2021","4.1356","4.0545","4.1374","4.0117","1.87M","1.75%"
"Mar 24, 2021","3.9894","4.1263","4.4190","3.9894","3.69M","-3.54%"
"Mar 25, 2021","3.9173","3.9844","4.0450","3.8427","2.84M","-1.81%"
"Mar 26, 2021","4.1899","3.9194","4.1899","3.9194","1.76M","6.96%"
"Mar 27, 2021","4.1069","4.1899","4.1899","4.0964","1.11M","-1.98%"
"Mar 28, 2021","4.2285","4.1153","4.2697","4.1153","1.49M","2.96%"
"Mar 29, 2021","4.5945","4.2230","4.5945","4.1891","2.51M","8.66%"
"Mar 30, 2021","4.5570","4.6102","4.7701","4.5570","1.94M","-0.82%"
"Mar 31, 2021","4.8290","4.5585","4.8290","4.4001","2.51M","5.97%"
"Apr 01, 2021","5.1164","4.8486","5.1259","4.8211","3.74M","5.95%"
"Apr 02, 2021","5.2929","5.1396","5.2997","5.0499","2.02M","3.45%"
"Apr 03, 2021","4.7675","5.3031","5.3985","4.7675","1.90M","-9.93%"
"Apr 04, 2021","5.1230","4.7586","5.1438","4.7586","1.21M","7.46%"
"Apr 05, 2021","6.0941","5.1316","6.0941","5.0556","6.48M","18.96%"
"Apr 06, 2021","6.1590","6.1057","6.3770","6.0566","6.78M","1.06%"
"Apr 07, 2021","5.5149","6.1657","6.2397","5.5149","5.73M","-10.46%"
"Apr 08, 2021","6.1623","5.5265","6.1623","5.5265","2.71M","11.74%"
"Apr 09, 2021","6.8293","6.1679","6.8293","6.0380","4.04M","10.82%"
"Apr 10, 2021","6.5638","6.8130","6.8130","6.4168","4.75M","-3.89%"
"Apr 11, 2021","6.4491","6.5652","6.6016","6.4039","1.97M","-1.75%"
"Apr 12, 2021","6.2835","6.4547","6.4547","6.2099","2.00M","-2.57%"
"Apr 13, 2021","6.5411","6.2963","6.6167","6.1921","2.12M","4.10%"
"Apr 14, 2021","6.5707","6.5836","6.8081","6.2972","3.55M","0.45%"
"Apr 15, 2021","6.7920","6.5702","6.8038","6.4356","2.71M","3.37%"
"Apr 16, 2021","7.1990","6.8040","7.2690","6.8040","5.85M","5.99%"
"Apr 17, 2021","7.0585","7.2259","7.4886","7.0585","3.52M","-1.95%"
"Apr 18, 2021","6.1649","7.0765","7.0765","5.7616","8.45M","-12.66%"
"Apr 19, 2021","5.4504","6.1801","6.3275","5.4504","4.15M","-11.59%"
"Apr 20, 2021","5.7054","5.4689","5.7054","5.1771","5.55M","4.68%"
"Apr 21, 2021","5.3319","5.7094","5.7448","5.3319","3.34M","-6.55%"
"Apr 22, 2021","4.9449","5.3308","5.6813","4.9449","3.84M","-7.26%"
"Apr 23, 2021","4.8099","4.9153","4.9153","4.2327","6.16M","-2.73%"
"Apr 24, 2021","4.4480","4.8189","4.8189","4.4480","2.63M","-7.52%"
"Apr 25, 2021","4.4487","4.4478","4.7615","4.3625","1.77M","0.02%"
"Apr 26, 2021","5.2261","4.4542","5.2261","4.4542","3.08M","17.47%"
"Apr 27, 2021","5.4339","5.2226","5.4339","5.2226","1.98M","3.98%"
"Apr 28, 2021","5.2509","5.4362","5.4954","5.2241","2.01M","-3.37%"
"Apr 29, 2021","5.2404","5.2542","5.3977","5.1323","1.39M","-0.20%"
"Apr 30, 2021","5.6138","5.2342","5.6175","5.2342","2.37M","7.13%"
"May 01, 2021","5.8151","5.6138","5.8151","5.5572","1.97M","3.59%"
"May 02, 2021","5.6017","5.8212","5.8212","5.5614","1.90M","-3.67%"
"May 03, 2021","6.0040","5.6077","6.0586","5.6077","2.71M","7.18%"
"May 04, 2021","5.5159","6.0084","6.0495","5.5159","4.84M","-8.13%"
"May 05, 2021","6.6050","5.5765","6.6665","5.5765","5.99M","19.74%"
"May 06, 2021","7.5647","6.6058","7.7121","6.6058","9.25M","14.53%"
"May 07, 2021","7.0971","7.5741","7.8468","6.9774","7.35M","-6.18%"
"May 08, 2021","6.9755","7.0728","7.2301","6.8640","3.06M","-1.71%"
"May 09, 2021","7.0919","6.9784","7.0919","6.6794","2.41M","1.67%"
"May 10, 2021","6.1785","7.1075","7.1100","6.1785","3.48M","-12.88%"
"May 11, 2021","7.1231","6.1989","7.1231","6.1066","4.58M","15.29%"
"May 12, 2021","5.9394","7.1565","7.1565","5.9394","5.13M","-16.62%"
"May 13, 2021","6.1249","5.8922","6.3474","5.8922","6.89M","3.12%"
"May 14, 2021","6.4724","6.1084","6.4724","6.0888","2.90M","5.67%"
"May 15, 2021","5.7778","6.4616","6.4616","5.7778","3.27M","-10.73%"
"May 16, 2021","5.6724","5.7986","6.1562","5.6519","3.74M","-1.82%"
"May 17, 2021","5.1699","5.6656","5.6656","5.1186","4.36M","-8.86%"
"May 18, 2021","5.7381","5.1827","5.8123","5.1827","4.72M","10.99%"
"May 19, 2021","3.6034","5.7481","5.7686","3.5503","14.68M","-37.20%"
"May 20, 2021","4.1824","3.6530","4.4034","3.4231","7.32M","16.07%"
"May 21, 2021","3.6748","4.1751","4.2069","3.5106","6.30M","-12.14%"
"May 22, 2021","3.4320","3.6650","3.6650","3.3584","3.74M","-6.61%"
"May 23, 2021","2.9127","3.4363","3.5067","2.5760","4.84M","-15.13%"
"May 24, 2021","3.5335","2.9079","3.5335","2.9079","3.23M","21.31%"
"May 25, 2021","3.6550","3.5361","3.6550","3.4529","3.29M","3.44%"
"May 26, 2021","3.9235","3.6646","3.9235","3.6052","3.34M","7.35%"
"May 27, 2021","3.8545","3.9242","4.0157","3.6821","3.21M","-1.76%"
"May 28, 2021","3.3889","3.8703","3.8703","3.3263","3.09M","-12.08%"
"May 29, 2021","3.2024","3.3872","3.5192","3.1178","2.84M","-5.50%"
"May 30, 2021","3.2872","3.2074","3.4164","3.0475","2.39M","2.65%"
"May 31, 2021","3.6063","3.2612","3.6063","3.1966","2.03M","9.71%"
"Jun 01, 2021","3.6704","3.5817","3.6710","3.5127","2.45M","1.78%"
"Jun 02, 2021","3.8130","3.6774","3.8433","3.6681","2.06M","3.89%"
"Jun 03, 2021","3.8767","3.8055","3.9420","3.7871","1.80M","1.67%"
"Jun 04, 2021","3.5535","3.8805","3.8805","3.5026","2.26M","-8.34%"
"Jun 05, 2021","3.4286","3.5543","3.6595","3.3301","1.69M","-3.51%"
"Jun 06, 2021","3.8369","3.4262","3.8369","3.4262","2.39M","11.91%"
"Jun 07, 2021","3.4868","3.8337","4.1161","3.4868","5.01M","-9.12%"
"Jun 08, 2021","3.4462","3.4841","3.4841","3.1869","3.68M","-1.16%"
"Jun 09, 2021","3.5089","3.4345","3.5089","3.2958","2.28M","1.82%"
"Jun 10, 2021","3.2731","3.5071","3.5071","3.2731","1.57M","-6.72%"
"Jun 11, 2021","3.1347","3.2802","3.3105","3.1347","1.52M","-4.23%"
"Jun 12, 2021","3.1407","3.1379","3.1778","2.9629","1.12M","0.19%"
"Jun 13, 2021","3.3097","3.1439","3.3097","3.0129","2.57M","5.38%"
"Jun 14, 2021","3.3500","3.3154","3.3500","3.2081","2.01M","1.22%"
"Jun 15, 2021","3.2690","3.3528","3.3707","3.2544","902.13K","-2.42%"
"Jun 16, 2021","3.1204","3.2710","3.3030","3.1048","1.10M","-4.55%"
"Jun 17, 2021","3.3719","3.1158","3.4092","3.1158","2.20M","8.06%"
"Jun 18, 2021","3.0973","3.3720","3.3720","3.0376","1.40M","-8.14%"
"Jun 19, 2021","3.0352","3.0828","3.1631","3.0352","1.18M","-2.00%"
"Jun 20, 2021","3.0761","3.0278","3.0761","2.9407","1.10M","1.35%"
"Jun 21, 2021","2.4911","3.0804","3.0804","2.4911","2.35M","-19.02%"
"Jun 22, 2021","2.3693","2.4861","2.5925","2.2262","3.23M","-4.89%"
"Jun 23, 2021","2.6879","2.3715","2.6966","2.3715","1.70M","13.45%"
"Jun 24, 2021","2.8273","2.6879","2.8273","2.5899","1.03M","5.19%"
"Jun 25, 2021","2.5272","2.8485","2.8485","2.5272","1.37M","-10.61%"
"Jun 26, 2021","2.5418","2.5210","2.5903","2.4138","951.38K","0.58%"
"Jun 27, 2021","2.6223","2.5417","2.6226","2.4745","1.04M","3.17%"
"Jun 28, 2021","2.7015","2.6258","2.7338","2.5854","773.75K","3.02%"
"Jun 29, 2021","2.9733","2.7048","2.9733","2.7048","1.61M","10.06%"
"Jun 30, 2021","3.0433","2.9799","3.0433","2.7806","1.18M","2.35%"
"Jul 01, 2021","2.9449","3.0516","3.0516","2.8587","998.14K","-3.23%"
"Jul 02, 2021","2.9529","2.9406","2.9638","2.7876","919.79K","0.27%"
"Jul 03, 2021","3.0098","2.9589","3.0098","2.8990","676.92K","1.93%"
"Jul 04, 2021","3.0418","3.0502","3.1022","3.0389","516.24K","1.06%"
"Jul 05, 2021","2.8311","3.0391","3.0391","2.8311","861.77K","-6.93%"
"Jul 06, 2021","2.9061","2.8271","2.9527","2.8271","876.36K","2.65%"
"Jul 07, 2021","2.8754","2.8611","2.9609","2.8571","572.98K","-1.06%"
"Jul 08, 2021","2.6961","2.8754","2.8949","2.6189","842.62K","-6.24%"
"Jul 09, 2021","2.7514","2.6936","2.7994","2.5839","472.85K","2.05%"
"Jul 10, 2021","2.7846","2.7531","2.8382","2.6982","531.92K","1.21%"
"Jul 11, 2021","2.8451","2.7846","2.8910","2.7325","777.51K","2.17%"
"Jul 12, 2021","2.8100","2.8451","2.9505","2.7659","944.82K","-1.23%"
"Jul 13, 2021","2.8098","2.8073","2.9172","2.7669","1.30M","-0.01%"
"Jul 14, 2021","2.7184","2.8107","2.8191","2.5376","1.89M","-3.25%"
"Jul 15, 2021","2.5771","2.7150","2.7514","2.5269","1.49M","-5.20%"
"Jul 16, 2021","2.4081","2.5761","2.6367","2.4032","2.02M","-6.56%"
"Jul 17, 2021","2.4058","2.4078","2.4816","2.3710","1.46M","-0.10%"
"Jul 18, 2021","2.4283","2.4059","2.4932","2.3829","855.76K","0.94%"
"Jul 19, 2021","2.2856","2.4312","2.4480","2.2689","1.06M","-5.88%"
"Jul 20, 2021","2.1538","2.2878","2.3330","2.1054","1.11M","-5.77%"
"Jul 21, 2021","2.3945","2.1538","2.4366","2.1033","1.26M","11.18%"
"Jul 22, 2021","2.5007","2.3981","2.5098","2.3355","798.96K","4.44%"
"Jul 23, 2021","2.6847","2.5007","2.6931","2.4972","1.15M","7.36%"
"Jul 24, 2021","2.6880","2.6847","2.7856","2.6494","1.09M","0.12%"
"Jul 25, 2021","2.8898","2.7933","2.9043","2.7201","1.24M","7.51%"
"Jul 26, 2021","2.8391","2.8928","3.1154","2.8290","2.62M","-1.75%"
"Jul 27, 2021","2.8632","2.8407","2.9289","2.7412","1.29M","0.85%"
"Jul 28, 2021","2.8076","2.8616","2.8977","2.7615","952.41K","-1.94%"
"Jul 29, 2021","2.8492","2.8112","2.8639","2.7382","708.79K","1.48%"
"Jul 30, 2021","2.9704","2.8517","2.9704","2.7646","1.13M","4.25%"
"Jul 31, 2021","3.0292","2.9704","3.1036","2.9204","1.14M","1.98%"
"Aug 01, 2021","2.9512","3.0351","3.1800","2.9079","1.85M","-2.57%"
"Aug 02, 2021","3.1304","2.9512","3.3084","2.8903","2.14M","6.07%"
"Aug 03, 2021","3.0514","3.1301","3.1997","2.9723","1.08M","-2.52%"
"Aug 04, 2021","3.1772","3.0514","3.1899","2.9943","714.88K","4.12%"
"Aug 05, 2021","3.2208","3.1758","3.2714","3.0726","1.67M","1.37%"
"Aug 06, 2021","3.3526","3.2249","3.3629","3.1488","1.26M","4.09%"
"Aug 07, 2021","3.4249","3.3526","3.5355","3.3077","1.71M","2.16%"
"Aug 08, 2021","3.1816","3.4239","3.4875","3.1572","943.71K","-7.10%"
"Aug 09, 2021","3.2839","3.1787","3.3467","3.1070","880.02K","3.22%"
"Aug 10, 2021","3.2643","3.2848","3.3502","3.1831","1.10M","-0.60%"
"Aug 11, 2021","3.4528","3.2643","3.5631","3.2622","2.16M","5.77%"
"Aug 12, 2021","3.3482","3.4455","3.6075","3.2211","1.92M","-3.03%"
"Aug 13, 2021","3.5936","3.3494","3.5953","3.2978","1.93M","7.33%"
"Aug 14, 2021","3.6966","3.5947","3.7177","3.4690","1.96M","2.87%"
"Aug 15, 2021","3.7371","3.6960","3.7599","3.5533","1.44M","1.10%"
"Aug 16, 2021","3.6357","3.7357","3.8915","3.6161","1.96M","-2.71%"
"Aug 17, 2021","3.4017","3.6340","3.8023","3.3830","2.23M","-6.44%"
"Aug 18, 2021","3.3427","3.4011","3.4690","3.2364","1.75M","-1.73%"
"Aug 19, 2021","3.6422","3.3500","3.6498","3.2885","2.29M","8.96%"
"Aug 20, 2021","3.7281","3.6422","3.7321","3.5851","1.60M","2.36%"
"Aug 21, 2021","3.6913","3.7281","3.8290","3.6186","2.12M","-0.99%"
"Aug 22, 2021","3.7977","3.6928","3.8812","3.6692","2.10M","2.88%"
"Aug 23, 2021","4.3141","3.7977","4.3415","3.7813","4.61M","13.60%"
"Aug 24, 2021","3.9652","4.3128","4.4724","3.8948","4.64M","-8.09%"
"Aug 25, 2021","5.0946","3.9640","5.4168","3.9595","9.19M","28.48%"
"Aug 26, 2021","4.4383","5.0953","5.1089","4.3211","7.18M","-12.88%"
"Aug 27, 2021","5.2411","4.4322","5.5224","4.2567","7.57M","18.09%"
"Aug 28, 2021","5.6277","5.2390","5.6851","5.0172","4.54M","7.38%"
"Aug 29, 2021","5.8901","5.6329","6.1251","5.3978","8.16M","4.66%"
"Aug 30, 2021","5.3894","5.8876","6.0031","5.2967","5.44M","-8.50%"
"Aug 31, 2021","5.1654","5.3941","5.5966","5.0065","3.44M","-4.16%"
"Sep 01, 2021","5.4206","5.1631","5.5056","5.0115","2.37M","4.94%"
"Sep 02, 2021","5.2963","5.4164","5.4391","5.2019","1.24M","-2.29%"
"Sep 03, 2021","5.3112","5.2960","5.4724","5.1188","1.59M","0.28%"
"Sep 04, 2021","5.3999","5.3082","5.5921","5.2462","1.81M","1.67%"
"Sep 05, 2021","5.5643","5.3985","5.5905","5.2691","1.93M","3.04%"
"Sep 06, 2021","5.5963","5.5671","5.7669","5.4026","2.69M","0.58%"
"Sep 07, 2021","4.3921","5.5963","5.7132","3.9109","6.31M","-21.52%"
"Sep 08, 2021","4.3311","4.4168","4.5062","3.9013","2.98M","-1.39%"
"Sep 09, 2021","5.5769","4.3373","5.6815","4.2686","6.16M","28.76%"
"Sep 10, 2021","6.1841","5.5836","6.8551","5.3301","15.21M","10.89%"
"Sep 11, 2021","6.1175","6.1900","6.9430","6.0523","7.45M","-1.08%"
"Sep 12, 2021","7.0376","6.1185","7.2333","5.9099","6.50M","15.04%"
"Sep 13, 2021","7.1678","7.0292","7.8833","6.3152","15.75M","1.85%"
"Sep 14, 2021","7.1191","7.1851","8.0211","6.8389","7.73M","-0.68%"
"Sep 15, 2021","6.8923","7.1154","7.6404","6.7475","4.02M","-3.19%"
"Sep 16, 2021","6.9577","6.8979","7.0364","6.4716","3.27M","0.95%"
"Sep 17, 2021","6.1126","6.9406","6.9625","6.0488","4.27M","-12.15%"
"Sep 18, 2021","6.3986","6.1135","6.7230","5.9119","4.08M","4.68%"
"Sep 19, 2021","6.5114","6.4011","6.9221","6.1180","4.74M","1.76%"
"Sep 20, 2021","5.2978","6.5132","6.5470","5.0727","6.05M","-18.64%"
"Sep 21, 2021","4.6700","5.3004","5.5175","4.4872","4.71M","-11.85%"
"Sep 22, 2021","5.5747","4.6804","5.6130","4.5145","3.90M","19.37%"
"Sep 23, 2021","6.2089","5.5784","6.5861","5.5006","6.28M","11.38%"
"Sep 24, 2021","7.0013","6.2106","7.3965","5.8087","10.13M","12.76%"
"Sep 25, 2021","6.8256","6.9882","7.4985","6.7889","7.15M","-2.51%"
"Sep 26, 2021","6.5258","6.8196","7.0692","6.4417","5.04M","-4.39%"
"Sep 27, 2021","6.0381","6.5220","6.6591","6.0136","2.60M","-7.47%"
"Sep 28, 2021","5.4815","6.0279","6.2630","5.4451","3.54M","-9.22%"
"Sep 29, 2021","5.6435","5.4686","6.0648","5.3566","3.58M","2.96%"
"Sep 30, 2021","6.0711","5.6430","6.0846","5.5962","3.04M","7.58%"
"Oct 01, 2021","6.6857","6.0720","6.8507","6.0119","5.44M","10.12%"
"Oct 02, 2021","7.3445","6.6875","7.7784","6.5300","6.00M","9.85%"
"Oct 03, 2021","8.6955","7.3381","8.9150","7.3381","10.75M","18.39%"
"Oct 04, 2021","8.3238","8.7032","9.1437","8.1833","7.00M","-4.27%"
"Oct 05, 2021","7.9434","8.3238","8.5354","7.7117","2.87M","-4.57%"
"Oct 06, 2021","7.7447","7.9434","8.5134","7.1532","5.16M","-2.50%"
"Oct 07, 2021","7.6032","7.7521","8.0645","7.4179","3.37M","-1.83%"
"Oct 08, 2021","7.2853","7.6032","7.7914","7.2338","2.30M","-4.18%"
"Oct 09, 2021","7.6204","7.3005","7.6300","7.2038","1.32M","4.60%"
"Oct 10, 2021","6.9737","7.6222","8.0777","6.9383","3.16M","-8.49%"
"Oct 11, 2021","6.8995","6.9670","7.3749","6.6505","1.78M","-1.06%"
"Oct 12, 2021","7.1219","6.8995","7.2652","6.6149","3.29M","3.22%"
"Oct 13, 2021","7.2992","7.1190","7.3143","6.8477","2.11M","2.49%"
"Oct 14, 2021","7.1366","7.3023","7.4039","7.0605","1.79M","-2.23%"
"Oct 15, 2021","6.8429","7.1393","7.1447","6.7379","2.66M","-4.12%"
"Oct 16, 2021","6.9000","6.8429","7.1358","6.8390","1.09M","0.83%"
"Oct 17, 2021","6.6201","6.9099","6.9792","6.3663","1.57M","-4.06%"
"Oct 18, 2021","6.5511","6.6248","6.6726","6.3795","1.03M","-1.04%"
"Oct 19, 2021","6.7447","6.5498","6.8933","6.5093","2.12M","2.96%"
"Oct 20, 2021","7.0064","6.7447","7.1262","6.5772","1.22M","3.88%"
"Oct 21, 2021","6.6468","7.0183","7.1332","6.6194","1.49M","-5.13%"
"Oct 22, 2021","6.6975","6.6516","6.9005","6.5552","989.32K","0.76%"
"Oct 23, 2021","6.7368","6.7068","6.8200","6.6359","690.43K","0.59%"
"Oct 24, 2021","6.4836","6.7368","6.7429","6.2867","1.06M","-3.76%"
"Oct 25, 2021","6.6276","6.4785","6.7144","6.4202","1.01M","2.22%"
"Oct 26, 2021","6.8177","6.6276","7.1731","6.6194","1.98M","2.87%"
"Oct 27, 2021","5.8801","6.8210","6.8874","5.5775","5.15M","-13.75%"
"Oct 28, 2021","6.1429","5.9022","6.2590","5.8044","2.37M","4.47%"
"Oct 29, 2021","6.5637","6.1355","6.7371","6.0766","2.14M","6.85%"
"Oct 30, 2021","6.3164","6.5597","6.7876","6.1766","1.66M","-3.77%"
"Oct 31, 2021","6.3254","6.2987","6.5475","6.0156","1.74M","0.14%"
"Nov 01, 2021","6.2356","6.3508","6.3709","6.0554","1.06M","-1.42%"
"Nov 02, 2021","6.2410","6.2383","6.3566","6.1355","731.05K","0.09%"
"Nov 03, 2021","6.3198","6.2584","6.4837","6.0563","1.31M","1.26%"
"Nov 04, 2021","6.3420","6.3218","6.4799","6.1001","916.67K","0.35%"
"Nov 05, 2021","6.4719","6.3436","6.8551","6.2331","2.11M","2.05%"
"Nov 06, 2021","6.4348","6.4558","6.8168","6.2412","1.50M","-0.57%"
"Nov 07, 2021","6.3667","6.4351","6.4590","6.2992","769.20K","-1.06%"
"Nov 08, 2021","6.4806","6.3667","6.5616","6.2880","1.11M","1.79%"
"Nov 09, 2021","6.2941","6.4985","6.6193","6.2508","1.72M","-2.88%"
"Nov 10, 2021","5.7723","6.2982","6.4700","5.3008","2.92M","-8.29%"
"Nov 11, 2021","5.8670","5.7758","6.0522","5.6993","1.66M","1.64%"
"Nov 12, 2021","5.7686","5.8557","5.9881","5.5615","1.30M","-1.68%"
"Nov 13, 2021","5.8888","5.7686","5.9905","5.6645","847.78K","2.08%"
"Nov 14, 2021","5.8269","5.8904","6.0682","5.6927","523.32K","-1.05%"
"Nov 15, 2021","5.7159","5.8230","5.9620","5.6761","784.52K","-1.90%"
"Nov 16, 2021","5.2137","5.7159","5.7160","4.9751","3.50M","-8.79%"
"Nov 17, 2021","5.2421","5.2108","5.3231","4.9813","2.52M","0.54%"
"Nov 18, 2021","4.7757","5.2464","5.2745","4.6479","2.46M","-8.90%"
"Nov 19, 2021","5.2680","4.7910","5.3179","4.6833","1.82M","10.31%"
"Nov 20, 2021","5.5213","5.2742","5.6006","5.2706","1.32M","4.81%"
"Nov 21, 2021","5.2315","5.5254","5.5597","5.2111","1.69M","-5.25%"
"Nov 22, 2021","5.0126","5.2262","5.2354","4.9052","2.75M","-4.18%"
"Nov 23, 2021","5.1105","5.0126","5.2087","4.9313","2.95M","1.95%"
"Nov 24, 2021","4.8912","5.1088","5.1695","4.7894","2.79M","-4.29%"
"Nov 25, 2021","5.0687","4.8882","5.1779","4.8283","2.44M","3.63%"
"Nov 26, 2021","4.6525","5.0739","5.2056","4.5059","4.31M","-8.21%"
"Nov 27, 2021","4.6171","4.6603","4.7740","4.5688","1.26M","-0.76%"
"Nov 28, 2021","4.6504","4.6067","4.6605","4.2628","2.15M","0.72%"
"Nov 29, 2021","5.6200","4.6443","5.7648","4.6311","5.16M","20.85%"
"Nov 30, 2021","5.4725","5.6096","5.9227","5.2368","4.43M","-2.62%"
"Dec 01, 2021","5.2185","5.4848","5.5105","5.1297","1.84M","-4.64%"
"Dec 02, 2021","5.0989","5.2376","5.3207","5.0104","1.24M","-2.29%"
"Dec 03, 2021","4.8207","5.0989","5.3608","4.6750","2.69M","-5.46%"
"Dec 04, 2021","4.1327","4.8001","4.8108","3.3334","5.09M","-14.27%"
"Dec 05, 2021","3.8681","4.1327","4.2412","3.7495","2.25M","-6.40%"
"Dec 06, 2021","4.1496","3.8710","4.1917","3.6681","2.25M","7.28%"
"Dec 07, 2021","5.6614","4.1449","5.6623","4.0630","6.55M","36.43%"
"Dec 08, 2021","5.6670","5.6598","6.0073","5.1377","6.80M","0.10%"
"Dec 09, 2021","4.8306","5.6816","6.1692","4.8212","6.93M","-14.76%"
"Dec 10, 2021","4.3460","4.8380","4.9722","4.3055","4.15M","-10.03%"
"Dec 11, 2021","4.5087","4.3363","4.6152","4.2474","2.76M","3.74%"
"Dec 12, 2021","4.5072","4.5242","4.6746","4.3176","914.55K","-0.03%"
"Dec 13, 2021","4.0539","4.5131","4.5284","3.9123","1.68M","-10.06%"
"Dec 14, 2021","4.5035","4.0455","4.5988","4.0301","3.49M","11.09%"
"Dec 15, 2021","4.4861","4.5153","4.5571","4.0568","2.71M","-0.39%"
"Dec 16, 2021","4.3069","4.4861","4.6937","4.3015","2.46M","-3.99%"
"Dec 17, 2021","4.1532","4.3069","4.3848","4.0715","1.86M","-3.57%"
"Dec 18, 2021","4.2445","4.1413","4.3355","4.0754","1.14M","2.20%"
"Dec 19, 2021","4.1341","4.2393","4.3105","4.1160","729.83K","-2.60%"
"Dec 20, 2021","4.0832","4.1375","4.2470","3.8699","1.73M","-1.23%"
"Dec 21, 2021","4.2385","4.1035","4.2548","4.0526","883.05K","3.80%"
"Dec 22, 2021","4.5202","4.2306","4.6914","4.2306","909.91K","6.65%"
"Dec 23, 2021","4.7328","4.5382","4.8107","4.4561","2.02M","4.70%"
"Dec 24, 2021","4.4789","4.7646","4.8083","4.4352","1.21M","-5.36%"
"Dec 25, 2021","4.6002","4.4917","4.7107","4.4461","587.89K","2.71%"
"Dec 26, 2021","4.8495","4.5857","4.9091","4.4588","1.07M","5.42%"
"Dec 27, 2021","5.1012","4.8665","5.1639","4.7691","1.19M","5.19%"
"Dec 28, 2021","4.4653","5.1003","5.1003","4.4320","1.08M","-12.47%"
"Dec 29, 2021","4.3799","4.4874","4.5392","4.2201","935.59K","-1.91%"
"Dec 30, 2021","4.3424","4.3794","4.5150","4.2266","827.13K","-0.86%"
"Dec 31, 2021","4.3487","4.3430","4.5118","4.1885","1.04M","0.15%"
"Jan 01, 2022","4.7424","4.3387","4.7540","4.3387","1.38M","9.05%"
"Jan 02, 2022","4.6564","4.7456","4.7857","4.5880","626.04K","-1.81%"
"Jan 03, 2022","4.8456","4.6558","4.8568","4.5175","841.91K","4.06%"